F_BUS,T_BUS,PF,QF,PT,QT
1,2,156.695427511498,-20.3604754207651,-152.408229618627,27.6006732701559
1,5,74.5814340846287,3.51964076055536,-71.8876879594065,2.27485790604966
2,3,77.003752612681,3.2041187520262,-74.4387730007555,2.97664828479841
2,4,55.0369401707994,-1.90687482028054,-53.4250805305955,3.17695174162655
2,5,40.3759405309246,0.935871646525036,-39.5216070260252,-2.01795553348195
3,4,-28.1299136585922,6.00227372562812,28.67880504344,-5.91839050546533
4,5,-61.3284182931381,16.262412782841,61.8462671990131,-14.6289582939726
4,7,27.8207682731789,-9.34988663165516,-27.820768273179,11.0101337481662
4,9,15.9369208132477,-0.271086975168064,-15.9369208132477,1.54953816279076
5,6,42.7753692872167,12.7720560818364,-42.7753692872167,-8.58224367019581
6,11,7.93094675359115,3.34610762026135,-7.86947700451838,-3.21738227713044
6,12,7.15297103463889,2.38388755235932,-7.09194232322906,-2.25686977784342
6,13,17.3980900682098,7.14167810147921,-17.1937310548638,-6.73923140958835
7,8,-8.11815892287626e-11,-16.9508873808873,8.1182283118153e-11,17.3997524292604
7,9,27.8207682770955,5.94075363333429,-27.8207682770955,-5.15119684775303
9,10,4.45457071794501,4.44207618613782,-4.44328417742034,-4.41209464969221
9,14,8.84380628475239,3.75197528140555,-8.73863212654495,-3.52825575582828
10,11,-3.87728032888277,-1.38790534929203,3.88987251910622,1.41738227770418
12,13,2.03596734392626,0.656869778381253,-2.02690366542578,-0.648669307357005
13,14,5.85866202448127,1.58790071947811,-5.80161177755946,-1.47174424060532
1,2,163.041938100972,-21.83197524778,-158.395535300994,30.1688786881679
1,5,77.8383188474734,3.97014302012578,-74.9030446952709,2.82921165218673
2,3,77.1952019902736,3.18675746814492,-74.617602797116,3.04717616788215
2,4,57.995250570108,-1.37560164599683,-56.2053331045154,3.19318414718265
2,5,42.373697643656,1.34235160579155,-41.4318677984544,-2.15179906979511
3,4,-25.3836835899126,6.02862030333632,25.8362678720141,-6.18781868839712
4,5,-65.1975411394125,16.3195044585968,65.780995661241,-14.4791097084696
4,7,30.9526184292306,-9.34146525519433,-30.9526184292306,11.3644702295109
4,9,17.5786892640013,-0.0834046621880986,-17.5786892640013,1.64481462734247
5,6,44.5495548175556,12.2016971260777,-44.5495548175556,-7.70238495017705
6,11,8.87839293934049,3.2888528630686,-8.80402630021012,-3.13311981902741
6,12,6.99397173117658,2.29612708771189,-6.93579872535552,-2.17505283322418
6,13,18.1613908271157,7.22265297756003,-17.9406773378123,-6.78799921714346
7,8,0.369408315057566,-17.9794414166855,-0.369408315057566,18.4863200335492
7,9,30.2371086487591,6.61497118717462,-30.2371086487591,-5.67718958588031
9,10,2.72103940013612,4.54781553619658,-2.71299290120033,-4.52644083767175
9,14,10.2309889506244,3.98107556998193,-10.0930174909483,-3.68759179004954
