1.06,1.045,1.01,1.017144492,1.019148407,1.07,1.061959436,1.09,1.056945395,1.052272043,1.057782903,1.0544682,1.050001957,1.036689192,158.5865508,77.20322747,76.19998583,58.5505937,43.03170519,-23.94774161,-64.80613064,25.38009026,14.53925222,44.00158233,5.669144054,8.219052885,18.06938614,-4.06E-11,25.38008992,5.306387894,9.869738434,-2.430004118,1.375040634,4.20515619
1.06,1.045,1.01,1.016799579,1.018603512,1.07,1.061216524,1.09,1.05574471,1.051100938,1.057096303,1.055009278,1.049329887,1.034808972,168.4301197,80.61583199,83.40791261,60.01552175,43.98505601,-29.68321618,-66.80618898,27.99278081,16.04068488,45.8858614,6.783194661,8.024312971,19.11813043,-0.016998266,28.04138302,4.70366384,10.03790232,-3.46603425,2.070859904,5.249976318
1.06,1.045,1.01,1.016944222,1.018779471,1.07,1.061617462,1.09,1.056406978,1.051408439,1.057179956,1.054872279,1.049378467,1.035205873,166.0151919,79.75585334,81.05031155,59.60004947,43.71914968,-27.75747139,-66.2197565,26.30976586,15.18980731,45.17701689,6.421382253,8.05922913,18.91866053,-0.357128942,26.92444476,6.235428596,10.49782122,-2.867972626,1.946222864,4.809855883
1.06,1.045,1.01,1.015161825,1.017436642,1.07,1.060674378,1.09,1.055351581,1.050335709,1.056854543,1.054375771,1.048854362,1.035522109,178.2953611,84.69458191,85.13875445,63.30562382,45.80120591,-28.19672451,-72.69284419,26.48136583,15.25997492,45.88249694,6.68828945,8.468906582,19.73182469,-0.503060055,26.98182279,6.361639488,9.433577749,-3.732063057,1.956399082,4.282473453
1.06,1.045,1.01,1.01378482,1.016212217,1.07,1.060178165,1.09,1.054876842,1.050023076,1.056877429,1.053979989,1.048941753,1.035175079,205.301853,94.03488798,102.0434536,68.88106065,48.41114815,-39.47208568,-84.39300515,24.41252294,14.13750375,45.53798796,6.54287608,8.700313709,19.6167754,-0.475772439,25.24598462,5.966729178,9.396713869,-4.029495511,1.680725588,4.472156664
1.06,1.045,1.01,1.015077359,1.017450766,1.07,1.061318882,1.09,1.056460809,1.051581147,1.057809501,1.053055762,1.049162032,1.037538215,193.4367509,89.53476465,96.51924396,66.28090915,46.70825748,-36.62068643,-80.89821995,21.83032507,12.74400229,43.59727386,5.296018829,9.240461717,19.33551127,-0.797863022,23.06824609,6.395579297,9.055469836,-2.967599073,1.03107241,2.957245753
1.06,1.045,1.01,1.016739963,1.018501026,1.07,1.062095125,1.09,1.057319255,1.052437784,1.058045811,1.051717898,1.049516899,1.037608315,184.5770393,85.92154524,94.53141783,63.04902174,45.12818311,-37.81615013,-74.3131233,23.10700382,13.46706096,44.57718103,5.114370766,10.06293449,19.03120991,-0.77574274,24.28131356,6.333631591,9.716222326,-2.255206615,0.096491112,3.102532832
1.06,1.045,1.01,1.015880201,1.017823163,1.07,1.061725276,1.09,1.05694653,1.052492457,1.058165314,1.051610883,1.048137164,1.036012237,191.3034565,88.83202258,98.83890946,65.447226,46.51556501,-39.73353069,-78.32769014,22.73164393,13.13313787,44.66775541,4.798796797,10.33229383,20.93829461,-0.176215698,23.30713962,5.162812203,10.70209809,-2.131135035,0.782561863,3.189031849
1.06,1.045,1.01,1.017589672,1.01900147,1.07,1.062826342,1.09,1.058353315,1.053723346,1.058761314,1.051158255,1.047381334,1.036060861,186.6224808,86.13168662,98.09587011,62.46441723,44.66478111,-41.92208432,-73.80215769,22.00515511,12.80605927,44.95110114,3.90702254,10.70501689,21.93671957,-0.325186539,23.00792653,6.071700581,11.97348942,-1.050023771,0.92595571,2.51605347
1.06,1.045,1.01,1.015536395,1.0171503,1.07,1.061430778,1.09,1.056629412,1.051849204,1.057629671,1.0501869,1.047440536,1.035132346,203.1119009,92.68186603,105.2779643,66.73103317,47.39007587,-44.77094715,-79.8641913,24.41216872,14.18035829,47.73389072,5.203802927,11.33795197,22.01609084,-0.251821957,25.42990099,6.458351876,11.29148155,-2.058998347,0.360450038,3.140171156
1.06,1.045,1.01,1.016398948,1.017717006,1.07,1.062106975,1.09,1.057601706,1.052531819,1.057955845,1.050432156,1.047143054,1.035651681,198.7879791,90.78253309,103.0971764,64.97354701,46.44560726,-44.35678524,-76.62679655,24.21434169,14.05997594,48.6148436,4.510184066,11.16838329,22.22277141,0.110767142,25.17633352,7.853240444,11.91479332,-1.223023867,0.632820824,2.398456157
1.06,1.045,1.01,1.014747368,1.016457764,1.07,1.061296929,1.09,1.056709578,1.051944145,1.057486555,1.050072062,1.047635662,1.036199101,213.5348801,96.22560749,109.1695317,68.71943488,48.35549067,-46.6343124,-83.87782618,23.57682579,13.73008149,48.51530756,5.017410614,11.3297923,21.59091867,0.103269363,24.74327623,6.853939317,10.78862097,-1.3629083,0.167246684,2.35909419
1.06,1.045,1.01,1.014859837,1.016382186,1.07,1.061299297,1.09,1.056651445,1.051687985,1.057604451,1.04983087,1.048096723,1.036730707,224.1604971,99.21942662,116.9846842,69.61411579,48.53036757,-53.35304766,-86.67243309,23.56648106,13.70901042,48.6287259,5.038865823,11.43697436,21.0458562,0.172296362,24.6550611,7.300395831,10.24729627,-2.016375984,-0.206696256,2.398074902
1.06,1.045,1.01,1.012966744,1.014488237,1.07,1.060128905,1.09,1.05524148,1.050517693,1.056720862,1.049768963,1.047996282,1.034598916,247.4198493,107.326358,127.4576621,73.83033695,51.00750532,-59.30282697,-93.38587123,24.65587304,14.36658131,50.48166088,5.935572167,11.47988835,21.15440179,-0.032775518,25.95220315,6.580979678,10.79761595,-2.298619798,-0.191994961,3.601627912
1.06,1.045,1.01,1.01355389,1.015260584,1.07,1.060040005,1.09,1.054712399,1.049484038,1.055523542,1.052891883,1.049501282,1.035172705,249.5589394,106.8169076,130.4254715,72.9170927,49.6109449,-63.00828626,-95.34056358,24.54536069,14.19655677,47.983128,8.092234364,9.317948925,18.95348575,0.800329667,25.29575012,7.12344342,9.337372751,-3.049229875,0.764964557,4.741245919
1.06,1.045,1.01,1.013164483,1.014753377,1.07,1.059988008,1.09,1.054801472,1.049058677,1.055421114,1.053552332,1.049216388,1.035093578,257.6746538,109.5829338,135.6689559,74.29616895,50.38964472,-66.67987994,-97.63931439,24.44115283,14.12061706,49.27587599,7.891627311,8.878399599,19.10102071,1.373729703,25.10966408,9.191319234,9.685594254,-3.108447403,1.265232508,4.408214725
