Bus1_BusNum,Bus1_Type,Bus1_Pd,Bus1_Qd,Bus1_Gs,Bus1_Bs,Bus1_AreaNum,Bus1_Vm,Bus1_Va,Bus1_BaseKV,Bus1_Zone,Bus1_Vmax,Bus1_Vmin,Bus2_BusNum,Bus2_Type,Bus2_Pd,Bus2_Qd,Bus2_Gs,Bus2_Bs,Bus2_AreaNum,Bus2_Vm,Bus2_Va,Bus2_BaseKV,Bus2_Zone,Bus2_Vmax,Bus2_Vmin,Bus3_BusNum,Bus3_Type,Bus3_Pd,Bus3_Qd,Bus3_Gs,Bus3_Bs,Bus3_AreaNum,Bus3_Vm,Bus3_Va,Bus3_BaseKV,Bus3_Zone,Bus3_Vmax,Bus3_Vmin,Bus4_BusNum,Bus4_Type,Bus4_Pd,Bus4_Qd,Bus4_Gs,Bus4_Bs,Bus4_AreaNum,Bus4_Vm,Bus4_Va,Bus4_BaseKV,Bus4_Zone,Bus4_Vmax,Bus4_Vmin,Bus5_BusNum,Bus5_Type,Bus5_Pd,Bus5_Qd,Bus5_Gs,Bus5_Bs,Bus5_AreaNum,Bus5_Vm,Bus5_Va,Bus5_BaseKV,Bus5_Zone,Bus5_Vmax,Bus5_Vmin,Bus6_BusNum,Bus6_Type,Bus6_Pd,Bus6_Qd,Bus6_Gs,Bus6_Bs,Bus6_AreaNum,Bus6_Vm,Bus6_Va,Bus6_BaseKV,Bus6_Zone,Bus6_Vmax,Bus6_Vmin,Bus7_BusNum,Bus7_Type,Bus7_Pd,Bus7_Qd,Bus7_Gs,Bus7_Bs,Bus7_AreaNum,Bus7_Vm,Bus7_Va,Bus7_BaseKV,Bus7_Zone,Bus7_Vmax,Bus7_Vmin,Bus8_BusNum,Bus8_Type,Bus8_Pd,Bus8_Qd,Bus8_Gs,Bus8_Bs,Bus8_AreaNum,Bus8_Vm,Bus8_Va,Bus8_BaseKV,Bus8_Zone,Bus8_Vmax,Bus8_Vmin,Bus9_BusNum,Bus9_Type,Bus9_Pd,Bus9_Qd,Bus9_Gs,Bus9_Bs,Bus9_AreaNum,Bus9_Vm,Bus9_Va,Bus9_BaseKV,Bus9_Zone,Bus9_Vmax,Bus9_Vmin,Bus10_BusNum,Bus10_Type,Bus10_Pd,Bus10_Qd,Bus10_Gs,Bus10_Bs,Bus10_AreaNum,Bus10_Vm,Bus10_Va,Bus10_BaseKV,Bus10_Zone,Bus10_Vmax,Bus10_Vmin,Bus11_BusNum,Bus11_Type,Bus11_Pd,Bus11_Qd,Bus11_Gs,Bus11_Bs,Bus11_AreaNum,Bus11_Vm,Bus11_Va,Bus11_BaseKV,Bus11_Zone,Bus11_Vmax,Bus11_Vmin,Bus12_BusNum,Bus12_Type,Bus12_Pd,Bus12_Qd,Bus12_Gs,Bus12_Bs,Bus12_AreaNum,Bus12_Vm,Bus12_Va,Bus12_BaseKV,Bus12_Zone,Bus12_Vmax,Bus12_Vmin,Bus13_BusNum,Bus13_Type,Bus13_Pd,Bus13_Qd,Bus13_Gs,Bus13_Bs,Bus13_AreaNum,Bus13_Vm,Bus13_Va,Bus13_BaseKV,Bus13_Zone,Bus13_Vmax,Bus13_Vmin,Bus14_BusNum,Bus14_Type,Bus14_Pd,Bus14_Qd,Bus14_Gs,Bus14_Bs,Bus14_AreaNum,Bus14_Vm,Bus14_Va,Bus14_BaseKV,Bus14_Zone,Bus14_Vmax,Bus14_Vmin,Branch1_Pf,Branch1_Qf,Branch2_Pf,Branch2_Qf,Branch3_Pf,Branch3_Qf,Branch4_Pf,Branch4_Qf,Branch5_Pf,Branch5_Qf,Branch6_Pf,Branch6_Qf,Branch7_Pf,Branch7_Qf,Branch8_Pf,Branch8_Qf,Branch9_Pf,Branch9_Qf,Branch10_Pf,Branch10_Qf,Branch11_Pf,Branch11_Qf,Branch12_Pf,Branch12_Qf,Branch13_Pf,Branch13_Qf,Branch14_Pf,Branch14_Qf,Branch15_Pf,Branch15_Qf,Branch16_Pf,Branch16_Qf,Branch17_Pf,Branch17_Qf,Branch18_Pf,Branch18_Qf,Branch19_Pf,Branch19_Qf,Branch20_Pf,Branch20_Qf
1,3,-0.184680564440068,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,22.7303150588005,12.7,0,0,1,1.045,-5.21510891346058,0,1,1.06,0.94,3,2,92.0172693774283,19,0,0,1,1.01,-13.0089728659613,0,1,1.06,0.94,4,1,53.4075454711594,-3.9,0,0,1,1.0155201657963,-10.836461064854,0,1,1.06,0.94,5,1,6.54285636478994,1.6,0,0,1,1.01791889007726,-9.19075296404575,0,1,1.06,0.94,6,2,10.8157836690631,7.5,0,0,1,1.07,-14.877914254472,0,1,1.06,0.94,7,1,-0.426712777527449,0,0,0,1,1.05975176452196,-14.1880791852945,0,1,1.06,0.94,8,2,0.146458172957982,0,0,0,1,1.09,-14.2008755983229,0,1,1.06,0.94,9,1,34.002212544751,16.6,0,19,1,1.05353951559476,-15.9409441689744,0,1,1.06,0.94,10,1,9.01852197351568,5.8,0,0,1,1.048930780302,-16.0376884753714,0,1,1.06,0.94,11,1,3.4037364364696,1.8,0,0,1,1.05581134525948,-15.5855743342979,0,1,1.06,0.94,12,1,5.73467119146674,1.6,0,0,1,1.05529187863219,-15.7404338788155,0,1,1.06,0.94,13,1,12.1262079760573,5.8,0,0,1,1.04976447591243,-15.8690753509478,0,1,1.06,0.94,14,1,18.8784909907553,5,0,0,1,1.03087324716868,-17.2360099788409,0,1,1.06,0.94,163.916685569497,78.9824570528547,73.7002956941776,59.2338509710702,43.5551759120474,-20.6692686080935,-65.4358603231786,30.763975790769,17.6626035514959,45.9521212021894,8.69731975364903,7.81940423861801,18.6196135408778,0.14645817295537,31.0442303952745,3.82938066998132,10.875240731935,-5.19865883649605,2.01267510879064,8.26602796826309,-159.219637636106,-75.9586294035993,-71.3480007693362,-57.3664116269425,-42.5595234179248,20.9681471366522,66.0231752545418,-30.763975790769,-17.6626035514959,-45.9521212021894,-8.62426991052499,-7.74734630025367,-18.3885553338337,-0.14645817295537,-31.0442303952745,-3.81986313702771,-10.7230700427466,5.22053347413844,-2.00368061055593,-8.15542094760294
1,3,-0.301513487931355,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,23.7753606513554,12.7,0,0,1,1.045,-5.42129496572367,0,1,1.06,0.94,3,2,99.953635300294,19,0,0,1,1.01,-13.7005975248399,0,1,1.06,0.94,4,1,51.8395131022861,-3.9,0,0,1,1.01556124895823,-11.0980518949961,0,1,1.06,0.94,5,1,6.71399405448389,1.6,0,0,1,1.01800341337751,-9.38978638117617,0,1,1.06,0.94,6,2,9.39147341458598,7.5,0,0,1,1.07,-14.9221536794245,0,1,1.06,0.94,7,1,-0.286671927257225,0,0,0,1,1.05943771393038,-14.4881377706411,0,1,1.06,0.94,8,2,-0.0321038197524117,0,0,0,1,1.09,-14.4853319489933,0,1,1.06,0.94,9,1,36.605025652605,16.6,0,19,1,1.05287647877511,-16.2642929408391,0,1,1.06,0.94,10,1,11.5720618780022,5.8,0,0,1,1.04760272812199,-16.4094461021069,0,1,1.06,0.94,11,1,3.69031076386327,1.8,0,0,1,1.05490830616334,-15.8097137733637,0,1,1.06,0.94,12,1,5.78386231373134,1.6,0,0,1,1.05564334646348,-15.7484127333004,0,1,1.06,0.94,13,1,11.384666939334,5.8,0,0,1,1.05081313691576,-15.8434863771483,0,1,1.06,0.94,14,1,14.9773587925969,5,0,0,1,1.03385145686436,-17.090544358038,0,1,1.06,0.94,170.159361433959,80.6081890444865,78.0762717665254,59.7682863068736,43.4729908267121,-24.5134536673287,-67.8860973595799,31.1086927138935,17.865196037128,44.7090458564285,10.3418131157458,7.53520587294585,17.4405534531896,-0.0321038197515305,31.4274684608498,5.06446785224071,7.62317099305749,-6.52120890206035,1.68404652911012,7.5291884464745,-165.09290955149,-77.4606911683949,-75.4401816329693,-57.8671217142087,-42.4811734396055,24.9398172204075,68.5188246970954,-31.1086927138935,-17.865196037128,-44.7090458564285,-10.244332218622,-7.46790884284398,-17.2363762141079,0.0321038197515305,-31.4274684608498,-5.05085297586903,-7.53939455992692,6.55402145495701,-1.6774791715345,-7.43796423256067
1,3,-0.0128289486216391,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,21.1429112059598,12.7,0,0,1,1.045,-5.85054730096529,0,1,1.06,0.94,3,2,109.769181001388,19,0,0,1,1.01,-14.947854312757,0,1,1.06,0.94,4,1,51.8670363355729,-3.9,0,0,1,1.01323120634461,-11.9538377577784,0,1,1.06,0.94,5,1,7.57243631345476,1.6,0,0,1,1.01604611009325,-10.098149264655,0,1,1.06,0.94,6,2,7.30282343576909,7.5,0,0,1,1.07,-15.8467503786654,0,1,1.06,0.94,7,1,-0.754121580951451,0,0,0,1,1.05700642065786,-15.8213360480069,0,1,1.06,0.94,8,2,0.124166220894126,0,0,0,1,1.09,-15.832212935151,0,1,1.06,0.94,9,1,47.3343917279891,16.6,0,19,1,1.04934776242611,-17.8647517035691,0,1,1.06,0.94,10,1,12.5370542533664,5.8,0,0,1,1.04422725500064,-17.9279635099399,0,1,1.06,0.94,11,1,3.79909089415199,1.8,0,0,1,1.05292413554049,-17.0385338879084,0,1,1.06,0.94,12,1,5.51007310570306,1.6,0,0,1,1.05581240110006,-16.6862442567736,0,1,1.06,0.94,13,1,10.9562175311737,5.8,0,0,1,1.05047837028658,-16.8265210751621,0,1,1.06,0.94,14,1,14.4795517732624,5,0,0,1,1.03196060842783,-18.3850101863313,0,1,1.06,0.94,183.171967071958,86.4636663684961,85.4574423626609,64.2011507431872,46.48916131999,-27.4645388700269,-73.5185519063244,35.320708561374,20.3165620046959,46.3614419091396,13.2132787562409,7.5918827331922,18.2534569839876,0.124166220898728,35.9506639214945,3.3499780005041,5.58285619770368,-9.19782769448521,2.01408555058332,9.08263689341283,-177.290665631842,-82.8422309776598,-82.3046421313699,-62.0072078767856,-45.354318297115,28.0214528815379,74.2626710521695,-35.320708561374,-20.3165620046959,-46.3614419091395,-13.0609785381455,-7.52415865625328,-18.0335053566447,-0.124166220898728,-35.9506639214945,-3.33922655888039,-5.52709258124113,9.26188764405165,-2.00534906794316,-8.95245919201285
1,3,0.292747270819416,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,20.549011340322,12.7,0,0,1,1.045,-4.99185238797057,0,1,1.06,0.94,3,2,90.3428841259619,19,0,0,1,1.01,-12.6126909251803,0,1,1.06,0.94,4,1,50.7908651337982,-3.9,0,0,1,1.0159725009842,-10.4750856596817,0,1,1.06,0.94,5,1,6.8754580004405,1.6,0,0,1,1.01863134788077,-8.85273900857997,0,1,1.06,0.94,6,2,6.41101765116999,7.5,0,0,1,1.07,-14.110816115238,0,1,1.06,0.94,7,1,-0.755040915793655,0,0,0,1,1.05927482950918,-13.8794790792526,0,1,1.06,0.94,8,2,-0.13683662918675,0,0,0,1,1.09,-13.8675179412884,0,1,1.06,0.94,9,1,37.5189987965401,16.6,0,19,1,1.05233708228761,-15.6971026651899,0,1,1.06,0.94,10,1,14.5037138194244,5.8,0,0,1,1.04620513597793,-15.9203168948084,0,1,1.06,0.94,11,1,4.49331573160331,1.8,0,0,1,1.0537440136973,-15.2013576292094,0,1,1.06,0.94,12,1,5.59129816080448,1.6,0,0,1,1.05607253911027,-14.899370820907,0,1,1.06,0.94,13,1,10.5409860651357,5.8,0,0,1,1.05151986169267,-14.9861826381363,0,1,1.06,0.94,14,1,13.064206269473,5,0,0,1,1.03523689752086,-16.2422266604898,0,1,1.06,0.94,157.162979845008,76.1903061693754,72.1414173672487,57.8332978164991,42.3260870681519,-20.45672634694,-64.7885144940485,31.247675493461,18.0555990761203,42.5250121909743,12.2260153894211,7.22949446543842,16.6584846849346,-0.136836629182178,32.1395530382948,6.96706274344963,5.70909057410431,-7.55784330331018,1.57593511341275,7.50042309571459,-152.849813592245,-73.3755349664161,-69.8861577790244,-56.0530555456686,-41.3858702420559,20.7474303361963,65.3609350170639,-31.2476754934611,-18.0555990761203,-42.5250121909743,-12.0944981235536,-7.16723327421846,-16.4712675476075,0.136836629182177,-32.1395530382948,-6.94587051552573,-5.6534077035644,7.60118239221828,-1.57014161321154,-7.4107985657897
1,3,0.0329664688245407,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,22.0748270211647,12.7,0,0,1,1.045,-4.39229720017206,0,1,1.06,0.94,3,2,78.47500702073,19,0,0,1,1.01,-11.0082400999871,0,1,1.06,0.94,4,1,39.2689954808336,-3.9,0,0,1,1.01817310610268,-9.29724452514025,0,1,1.06,0.94,5,1,5.54384563791446,1.6,0,0,1,1.02046745350047,-7.90059877835321,0,1,1.06,0.94,6,2,7.00302964767039,7.5,0,0,1,1.07,-13.0670866485585,0,1,1.06,0.94,7,1,-0.586546771868578,0,0,0,1,1.06036362475675,-12.7366288652707,0,1,1.06,0.94,8,2,-0.163376924165473,0,0,0,1,1.09,-12.7223624559298,0,1,1.06,0.94,9,1,36.9716174627123,16.6,0,19,1,1.05352454062817,-14.5661291814998,0,1,1.06,0.94,10,1,14.7048493221945,5.8,0,0,1,1.0472043078196,-14.806226149783,0,1,1.06,0.94,11,1,4.18843286117531,1.8,0,0,1,1.05441120111641,-14.1073599539968,0,1,1.06,0.94,12,1,6.0801938332592,1.6,0,0,1,1.05587047342982,-13.8593051518417,0,1,1.06,0.94,13,1,9.12101292764827,5.8,0,0,1,1.05211991603512,-13.8948688855094,0,1,1.06,0.94,14,1,13.906485104946,5,0,0,1,1.03556701932781,-15.1950641869429,0,1,1.06,0.94,139.056590194892,68.3198815456928,63.0975660858188,51.92460704123,38.5944231398169,-17.1119796477023,-56.0335953458395,31.6693564562457,18.2772526589874,41.8616261267205,11.6832600873215,7.28463369345693,15.8907026982888,-0.163376924165336,32.4192801522881,7.3940541475999,6.3308612009604,-7.33394160162823,1.14101564759303,7.73520757395304,-135.691423288036,-66.0528870358821,-61.3630273730259,-50.4893665605349,-37.8121043477664,17.3073573103215,56.4595196189951,-31.6693564562457,-18.2772526589874,-41.8616261267204,-11.5630424075395,-7.22120948085228,-15.7188126160718,0.163376924165336,-32.4192801522881,-7.37090772056452,-6.26622133527785,7.37460954636649,-1.13740788553415,-7.64026376963708
1,3,-0.121603041284206,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,23.6101636397061,12.7,0,0,1,1.045,-4.439980671494,0,1,1.06,0.94,3,2,76.5665626466423,19,0,0,1,1.01,-10.9717586380517,0,1,1.06,0.94,4,1,41.578910696514,-3.9,0,0,1,1.01772592725503,-9.38266794707598,0,1,1.06,0.94,5,1,5.43182263947998,1.6,0,0,1,1.02021617127566,-7.96120982156314,0,1,1.06,0.94,6,2,5.92961668445277,7.5,0,0,1,1.07,-13.087623611488,0,1,1.06,0.94,7,1,-0.699894927214069,0,0,0,1,1.05997363629871,-12.8479862922014,0,1,1.06,0.94,8,2,-0.250614676333107,0,0,0,1,1.09,-12.8260940507577,0,1,1.06,0.94,9,1,37.9304028420241,16.6,0,19,1,1.05295537766369,-14.7025051480168,0,1,1.06,0.94,10,1,15.387803872211,5.8,0,0,1,1.0465495859968,-14.9432353456922,0,1,1.06,0.94,11,1,3.97865712108777,1.8,0,0,1,1.05412329568024,-14.1759752237843,0,1,1.06,0.94,12,1,5.98878942482876,1.6,0,0,1,1.05591124570522,-13.8840171956396,0,1,1.06,0.94,13,1,9.3433482704867,5.8,0,0,1,1.05197879702591,-13.9340577508338,0,1,1.06,0.94,14,1,13.6344865099731,5,0,0,1,1.03536565188527,-15.26776098929,0,1,1.06,0.94,140.494949071668,68.827485633235,62.3409101877597,52.3498606414615,38.7578765289434,-15.9198986965603,-57.0943845202258,31.8821188905942,18.4354265772145,41.5275666204713,12.1320441660919,7.30448774415947,16.1614180257425,-0.250614676332935,32.8326284941334,7.43485991055285,5.90279231877047,-7.97654632648798,1.25210007901454,7.88934153556244,-137.058810997876,-66.5265779746116,-60.6466639500828,-50.8908429695785,-37.9685997115256,16.0887713254638,57.5357884261896,-31.8821188905942,-18.4354265772145,-41.5275666204713,-12.0032013116986,-7.24088950367614,-15.9846496857887,0.250614676332935,-32.8326284941334,-7.41125754571996,-5.84362407896361,8.02454419063883,-1.24804012022735,-7.79086243101552
1,3,-0.240392073479315,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,22.9331246111155,12.7,0,0,1,1.045,-4.19319834827762,0,1,1.06,0.94,3,2,75.0525653188466,19,0,0,1,1.01,-10.502646530976,0,1,1.06,0.94,4,1,43.0068908729516,-3.9,0,0,1,1.01927773402349,-8.9083370398481,0,1,1.06,0.94,5,1,5.39505947951304,1.6,0,0,1,1.02164288863896,-7.53334163338079,0,1,1.06,0.94,6,2,6.18384715264095,7.5,0,0,1,1.07,-12.2258047095822,0,1,1.06,0.94,7,1,-0.672587753880907,0,0,0,1,1.06140271041714,-11.9552499854672,0,1,1.06,0.94,8,2,-0.68878763163523,0,0,0,1,1.09,-11.8951625028794,0,1,1.06,0.94,9,1,34.309387031826,16.6,0,19,1,1.05485950903496,-13.6150134452891,0,1,1.06,0.94,10,1,14.7285882551863,5.8,0,0,1,1.04838942793405,-13.868075457667,0,1,1.06,0.94,11,1,3.80611826221704,1.8,0,0,1,1.05521486622062,-13.1985968602554,0,1,1.06,0.94,12,1,5.80921558849699,1.6,0,0,1,1.05650297388447,-12.943199115191,0,1,1.06,0.94,13,1,9.13474779628175,5.8,0,0,1,1.05332718161875,-12.946254567595,0,1,1.06,0.94,14,1,9.49511463120031,5,0,0,1,1.04009910936615,-13.8891161429846,0,1,1.06,0.94,133.054002036963,65.2570974873363,60.3427743891897,49.9324858768703,36.7685208800119,-16.3000714534677,-55.3641937568309,28.1171309484712,16.3700937642056,38.0736573495195,10.9726517111878,6.71254852018854,14.2046099655073,-0.688787631630882,29.4785063339613,7.73034566630228,3.80886740002174,-7.02299550448469,0.848490807940691,5.77447460518978,-129.976905757189,-63.188316591891,-58.7524938653773,-48.6053801468619,-36.0586687430115,16.4754583180552,55.7782685058719,-28.1171309484712,-16.3700937642055,-38.0736573495194,-10.8662847103864,-6.65770639643759,-14.0632427259455,0.688787631630882,-29.4785063339613,-7.70559275062394,-3.77426697434691,7.06016644816414,-0.845979675521915,-5.72084765685226
1,3,-0.104487213567577,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,23.547110349882,12.7,0,0,1,1.045,-4.09252077930167,0,1,1.06,0.94,3,2,72.27439708941,19,0,0,1,1.01,-10.1901167320712,0,1,1.06,0.94,4,1,42.1856799915445,-3.9,0,0,1,1.01959254330199,-8.71104303535554,0,1,1.06,0.94,5,1,6.58497073980336,1.6,0,0,1,1.0219401573196,-7.37396052233746,0,1,1.06,0.94,6,2,5.11210562690115,7.5,0,0,1,1.07,-11.8739361154902,0,1,1.06,0.94,7,1,-0.520714406896992,0,0,0,1,1.06150569348208,-11.7162394571494,0,1,1.06,0.94,8,2,-0.907310922801688,0,0,0,1,1.09,-11.6370964165483,0,1,1.06,0.94,9,1,37.817651250521,16.6,0,19,1,1.05488182700463,-13.35853547984,0,1,1.06,0.94,10,1,11.9941955791658,5.8,0,0,1,1.04919692347125,-13.4849501392191,0,1,1.06,0.94,11,1,3.18500757278319,1.8,0,0,1,1.05590254840232,-12.8003348321712,0,1,1.06,0.94,12,1,5.92512990107032,1.6,0,0,1,1.05647171409332,-12.598856231379,0,1,1.06,0.94,13,1,9.52090287388732,5.8,0,0,1,1.05345435855196,-12.5967639214124,0,1,1.06,0.94,14,1,7.89276424849739,5,0,0,1,1.04131367148626,-13.4641856819267,0,1,1.06,0.94,130.020661680004,63.937089480615,58.4396937386422,48.950288827431,36.1470629384437,-15.329253916759,-53.908491651299,27.7437803425082,16.1700377076989,36.5257608278872,10.4564802610204,6.76495716027282,14.1922177796907,-0.907310922802505,29.1718056721937,4.87224053254365,2.65195159680785,-7.13666808074561,0.784286676022114,5.31290518942202,-127.084155854403,-61.9502857695951,-56.9451431726518,-47.6748146615816,-35.4608776726202,15.4838082711138,54.3004318745276,-27.7437803425083,-16.1700377076989,-36.5257608278872,-10.3598830486669,-6.7094165770775,-14.0517878728198,0.907310922802506,-29.1718056721937,-4.85752749838308,-2.62520453611932,7.17487547594562,-0.782020190488583,-5.26755971237611
1,3,-0.113658703441884,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,24.925931979447,12.7,0,0,1,1.045,-4.38330725092877,0,1,1.06,0.94,3,2,74.0595697833776,19,0,0,1,1.01,-10.7416360172963,0,1,1.06,0.94,4,1,47.6343015109783,-3.9,0,0,1,1.01803709699046,-9.27438247954888,0,1,1.06,0.94,5,1,6.5395039016916,1.6,0,0,1,1.02077670506172,-7.82746408686833,0,1,1.06,0.94,6,2,4.53889104446149,7.5,0,0,1,1.07,-12.433394643611,0,1,1.06,0.94,7,1,-0.460786196572328,0,0,0,1,1.06033443925106,-12.4307846833479,0,1,1.06,0.94,8,2,-1.13273904427772,0,0,0,1,1.09,-12.331868807501,0,1,1.06,0.94,9,1,42.4493477164326,16.6,0,19,1,1.05332346254221,-14.1610857976315,0,1,1.06,0.94,10,1,10.2640280286465,5.8,0,0,1,1.04826283581187,-14.1868698498578,0,1,1.06,0.94,11,1,3.43453619100177,1.8,0,0,1,1.05526963167757,-13.4439649575862,0,1,1.06,0.94,12,1,4.5630648954094,1.6,0,0,1,1.05736778432879,-13.1104839828683,0,1,1.06,0.94,13,1,10.6273224086972,5.8,0,0,1,1.05270804467949,-13.2207503797173,0,1,1.06,0.94,14,1,8.60308661597973,5,0,0,1,1.03955440627479,-14.2465562677945,0,1,1.06,0.94,138.785443600733,67.7068575529955,60.7819958689197,51.8072691308108,37.91837449461,-14.8904044856393,-58.3041680863563,29.0617698159287,16.9493443863298,37.3413918658529,11.2688821787568,6.32080688976809,15.2128117529259,-1.13273904427581,30.655295056772,2.59506843970577,2.56022328697999,-7.67903996881484,1.7092817189926,6.12976257652016,-135.433571473795,-65.4804962412535,-59.1691652977132,-50.3783865714608,-37.1630508526331,15.0371389445942,58.7626513264395,-29.0617698159287,-16.9493443863298,-37.3413918658529,-11.1577896818684,-6.27234661439597,-15.0542338627363,1.13273904427581,-30.655295056772,-2.58498805979361,-2.5328790244681,7.72325349089671,-1.70285112247832,-6.07020759150433
1,3,-0.0819402457007023,0,0,0,1,1.06,0,0,1,1.06,0.94,2,2,26.1747944571742,12.7,0,0,1,1.045,-4.40241186133805,0,1,1.06,0.94,3,2,80.7998384041487,19,0,0,1,1.01,-11.0512281682199,0,1,1.06,0.94,4,1,47.1258039757215,-3.9,0,0,1,1.01958054090158,-9.14658948926324,0,1,1.06,0.94,5,1,6.16425298432597,1.6,0,0,1,1.02205677113631,-7.6948333094082,0,1,1.06,0.94,6,2,4.94325933310146,7.5,0,0,1,1.07,-11.989383894874,0,1,1.06,0.94,7,1,-1.00255946398513,0,0,0,1,1.06168138718934,-11.930892013872,0,1,1.06,0.94,8,2,-0.731974058848426,0,0,0,1,1.09,-11.8670538542785,0,1,1.06,0.94,9,1,36.8670299274846,16.6,0,19,1,1.0551091040273,-13.475341201081,0,1,1.06,0.94,10,1,9.51018692261331,5.8,0,0,1,1.04998554023233,-13.519371784904,0,1,1.06,0.94,11,1,3.58114402616075,1.8,0,0,1,1.05616762977745,-12.8950676692581,0,1,1.06,0.94,12,1,4.51125549280893,1.6,0,0,1,1.05770861628777,-12.6125169826147,0,1,1.06,0.94,13,1,9.54245179164481,5.8,0,0,1,1.05365521962014,-12.6819534275809,0,1,1.06,0.94,14,1,8.02962159092175,5,0,0,1,1.04142910916208,-13.577984993743,0,1,1.06,0.94,139.361671756131,66.5601252791556,63.3931388985697,50.1754448491871,36.2381360848396,-19.1571152515942,-58.4679684175247,25.7101234033684,15.0662987173793,34.8655274489738,10.2343815404129,5.92621647060187,13.7616701053101,-0.731974058795816,27.4446569264865,2.99201055256705,2.65191516406989,-6.52867489524797,1.37147982843885,5.4523658851477,-135.981514289943,-64.4107918073686,-61.642723152528,-48.835574681326,-35.5488020764359,19.4013170018595,58.9298134507265,-25.7101234033684,-15.0662987173793,-34.8655274489738,-10.1417713527949,-5.88273532114099,-13.6278347240825,0.731974058795816,-27.4446569264865,-2.98151202706071,-2.62476382440035,6.56062732666,-1.36698295271551,-5.40485776637801
